settlement-id,transaction-type,order-id,posted-date,sku,quantity,product-sales,shipping-credits,promotional-rebates,selling-fees,fba-fees,other-transaction-fees,other,total
2026-STL-0617,Order,114-1004400-4732799,2026-06-17,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0617,Order,114-1004401-1018934,2026-06-17,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0618,Order,114-1000271-1882629,2026-06-18,PF-WHEY-CHOC,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0618,Order,114-1000272-2368710,2026-06-18,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0618,Order,114-1000273-8416270,2026-06-18,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0618,Order,114-1000274-6791039,2026-06-18,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0618,Order,114-1000504-2599906,2026-06-18,PF-WHEY-VAN,1,44.99,0.00,-9.00,-5.40,-6.10,0.00,0.00,24.49
2026-STL-0618,Order,114-1000505-8977571,2026-06-18,PF-WHEY-VAN,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0618,Order,114-1000506-5703878,2026-06-18,PF-WHEY-VAN,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0618,Order,114-1000684-3136551,2026-06-18,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0618,Order,114-1000685-7569981,2026-06-18,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0618,Order,114-1001010-8297709,2026-06-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0618,Order,114-1001011-6824517,2026-06-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0618,Order,114-1001012-6165171,2026-06-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0618,Order,114-1001013-1001549,2026-06-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0618,Order,114-1001014-5811072,2026-06-18,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0618,Order,114-1001267-4178686,2026-06-18,PF-SHAKER-28,2,25.98,0.00,-0.00,-3.90,-6.90,0.00,0.00,15.18
2026-STL-0618,Order,114-1001268-5001116,2026-06-18,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0618,Order,114-1001269-6162867,2026-06-18,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0618,Order,114-1001357-5106228,2026-06-18,PF-VEGAN-CHOC,1,39.99,0.00,-4.00,-5.40,-6.10,0.00,0.00,24.49
2026-STL-0618,Order,114-1001458-3283248,2026-06-18,PF-ELECTRO-CITRUS,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0618,Order,114-1001817-4515255,2026-06-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0618,Order,114-1001818-3825261,2026-06-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0618,Order,114-1001819-8010185,2026-06-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0618,Order,114-1001820-3862767,2026-06-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0618,Order,114-1001821-9161633,2026-06-18,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0618,Order,114-1002150-7274015,2026-06-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0618,Order,114-1002151-1566398,2026-06-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0618,Order,114-1002152-9900282,2026-06-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0618,Order,114-1002153-6413691,2026-06-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0618,Order,114-1002154-4610191,2026-06-18,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0618,Order,114-1002384-5948298,2026-06-18,GT-MOIST-50ML,1,22.99,0.00,-2.30,-3.10,-3.60,0.00,0.00,13.99
2026-STL-0618,Order,114-1002385-3012269,2026-06-18,GT-MOIST-50ML,1,22.99,0.00,-2.30,-3.10,-3.60,0.00,0.00,13.99
2026-STL-0618,Order,114-1002544-4215246,2026-06-18,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0618,Order,114-1002545-5089486,2026-06-18,GT-CLEANSE-150,3,50.97,0.00,-0.00,-7.65,-11.10,0.00,0.00,32.22
2026-STL-0618,Order,114-1002798-3908477,2026-06-18,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0618,Order,114-1002973-4433725,2026-06-18,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0618,Order,114-1002974-1509483,2026-06-18,GT-SPF30-TINT,1,23.99,0.00,-4.80,-2.88,-3.60,0.00,0.00,12.71
2026-STL-0618,Order,114-1002975-2888892,2026-06-18,GT-SPF30-TINT,2,47.98,0.00,-0.00,-7.20,-7.20,0.00,0.00,33.58
2026-STL-0618,Order,114-1003071-7487804,2026-06-18,GT-ROLLER-JADE,1,13.99,0.00,-0.00,-2.10,-3.40,0.00,0.00,8.49
2026-STL-0618,Order,114-1003072-7854073,2026-06-18,GT-ROLLER-JADE,1,13.99,0.00,-1.40,-1.89,-3.40,0.00,0.00,7.30
2026-STL-0618,Order,114-1003292-6537308,2026-06-18,PH-CHEW-BULLY-6,1,29.99,0.00,-3.00,-4.05,-4.60,0.00,0.00,18.34
2026-STL-0618,Order,114-1003293-9939702,2026-06-18,PH-CHEW-BULLY-6,1,29.99,0.00,-6.00,-3.60,-4.60,0.00,0.00,15.79
2026-STL-0618,Order,114-1003294-3887946,2026-06-18,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0618,Order,114-1003602-3620107,2026-06-18,PH-TREAT-SALMON,1,18.99,0.00,-1.90,-2.56,-3.90,0.00,0.00,10.63
2026-STL-0618,Order,114-1003603-8087699,2026-06-18,PH-TREAT-SALMON,3,56.97,0.00,-5.70,-7.69,-11.70,0.00,0.00,31.88
2026-STL-0618,Order,114-1003604-9302324,2026-06-18,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0618,Order,114-1003605-8434228,2026-06-18,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0618,Order,114-1003606-1375480,2026-06-18,PH-TREAT-SALMON,3,56.97,0.00,-0.00,-8.55,-11.70,0.00,0.00,36.72
2026-STL-0618,Order,114-1003607-9909493,2026-06-18,PH-TREAT-SALMON,1,18.99,0.00,-1.90,-2.56,-3.90,0.00,0.00,10.63
2026-STL-0618,Order,114-1003783-1058859,2026-06-18,PH-SHAMPOO-OAT,1,15.99,0.00,-1.60,-2.16,-3.95,0.00,0.00,8.28
2026-STL-0618,Order,114-1003784-7361742,2026-06-18,PH-SHAMPOO-OAT,1,15.99,0.00,-1.60,-2.16,-3.95,0.00,0.00,8.28
2026-STL-0618,Order,114-1003785-1773047,2026-06-18,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0618,Order,114-1003956-7219629,2026-06-18,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0618,Order,114-1003957-7487065,2026-06-18,PH-TOY-ROPE-L,3,41.97,0.00,-0.00,-6.30,-11.25,0.00,0.00,24.42
2026-STL-0618,Refund,114-1004074-7224122,2026-06-18,PH-BED-MED-GRY,-1,-42.99,0.00,0.00,5.16,0.00,0.00,0.00,-37.83
2026-STL-0618,Order,114-1004081-9175462,2026-06-18,PH-BED-MED-GRY,2,85.98,0.00,-0.00,-12.90,-24.80,0.00,0.00,48.28
2026-STL-0618,Order,114-1004191-1468996,2026-06-18,PH-BRUSH-DBL,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0618,Order,114-1004192-3796179,2026-06-18,PH-BRUSH-DBL,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0618,Order,114-1004193-1166308,2026-06-18,PH-BRUSH-DBL,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0618,Order,114-1004402-2174871,2026-06-18,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0618,Order,114-1004403-8844505,2026-06-18,PH-DENTAL-30CT,1,21.99,0.00,-2.20,-2.97,-4.10,0.00,0.00,12.72
2026-STL-0618,Order,114-1004404-4232187,2026-06-18,PH-DENTAL-30CT,2,43.98,0.00,-0.00,-6.60,-8.20,0.00,0.00,29.18
2026-STL-0618,Order,114-1004405-6778757,2026-06-18,PH-DENTAL-30CT,1,21.99,0.00,-2.20,-2.97,-4.10,0.00,0.00,12.72
2026-STL-0618,Order,114-1004449-1070318,2026-06-18,GT-LIP-BALM,1,9.99,0.00,-0.00,-1.50,-3.35,0.00,0.00,5.14
2026-STL-0619,Adjustment,,2026-06-19,PH-BED-MED-GRY,1,0.00,0.00,0.00,0.00,0.00,0.00,27.85,27.85
2026-STL-0619,Order,114-1000275-9164342,2026-06-19,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0619,Order,114-1000276-1919088,2026-06-19,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0619,Order,114-1000277-5286905,2026-06-19,PF-WHEY-CHOC,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0619,Order,114-1000278-8225192,2026-06-19,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0619,Order,114-1000279-9393009,2026-06-19,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0619,Order,114-1000280-7661748,2026-06-19,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0619,Order,114-1000507-4475536,2026-06-19,PF-WHEY-VAN,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0619,Order,114-1000508-7682298,2026-06-19,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0619,Order,114-1000509-7528964,2026-06-19,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0619,Refund,114-1000655-3037647,2026-06-19,PF-PREWKT-BERRY,-1,-32.99,0.00,0.00,3.96,0.00,0.00,0.00,-29.03
2026-STL-0619,Order,114-1000686-4054824,2026-06-19,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0619,Order,114-1000687-4706007,2026-06-19,PF-PREWKT-BERRY,2,65.98,0.00,-13.20,-7.92,-8.70,0.00,0.00,36.16
2026-STL-0619,Refund,114-1000956-9686281,2026-06-19,PF-CREATINE-300,-1,-24.99,0.00,0.00,3.00,0.00,0.00,0.00,-21.99
2026-STL-0619,Order,114-1001015-1153219,2026-06-19,PF-CREATINE-300,2,49.98,0.00,-0.00,-7.50,-8.10,0.00,0.00,34.38
2026-STL-0619,Order,114-1001016-1121097,2026-06-19,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0619,Order,114-1001017-8333427,2026-06-19,PF-CREATINE-300,1,24.99,0.00,-2.50,-3.37,-4.05,0.00,0.00,15.07
2026-STL-0619,Order,114-1001018-7538471,2026-06-19,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0619,Order,114-1001019-5019180,2026-06-19,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0619,Order,114-1001020-5561139,2026-06-19,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0619,Order,114-1001021-7927377,2026-06-19,PF-CREATINE-300,1,24.99,0.00,-2.50,-3.37,-4.05,0.00,0.00,15.07
2026-STL-0619,Order,114-1001143-5665960,2026-06-19,PF-BCAA-LEMON,1,27.99,0.00,-2.80,-3.78,-4.20,0.00,0.00,17.21
2026-STL-0619,Order,114-1001144-1820721,2026-06-19,PF-BCAA-LEMON,1,27.99,0.00,-2.80,-3.78,-4.20,0.00,0.00,17.21
2026-STL-0619,Order,114-1001270-6692259,2026-06-19,PF-SHAKER-28,3,38.97,0.00,-0.00,-5.85,-10.35,0.00,0.00,22.77
2026-STL-0619,Order,114-1001271-2982850,2026-06-19,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0619,Order,114-1001272-3499027,2026-06-19,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0619,Order,114-1001273-3375493,2026-06-19,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0619,Order,114-1001459-9663182,2026-06-19,PF-ELECTRO-CITRUS,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0619,Refund,114-1001767-3802587,2026-06-19,GT-SERUM-VITC,-2,-57.98,0.00,0.00,6.96,0.00,0.00,0.00,-51.02
2026-STL-0619,Order,114-1001822-4566389,2026-06-19,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0619,Order,114-1001823-4219293,2026-06-19,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0619,Order,114-1001824-2831995,2026-06-19,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0619,Order,114-1001825-7337233,2026-06-19,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0619,Order,114-1001826-4938956,2026-06-19,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0619,Order,114-1001827-2024357,2026-06-19,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0619,Order,114-1002155-1182888,2026-06-19,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0619,Order,114-1002156-6394902,2026-06-19,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0619,Order,114-1002157-4559708,2026-06-19,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0619,Order,114-1002158-2255341,2026-06-19,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0619,Order,114-1002386-3295425,2026-06-19,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0619,Order,114-1002387-6934456,2026-06-19,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0619,Order,114-1002388-2247391,2026-06-19,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0619,Order,114-1002546-5610156,2026-06-19,GT-CLEANSE-150,1,16.99,0.00,-1.70,-2.29,-3.70,0.00,0.00,9.30
2026-STL-0619,Order,114-1002547-1767426,2026-06-19,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0619,Order,114-1002548-5574801,2026-06-19,GT-CLEANSE-150,2,33.98,0.00,-0.00,-5.10,-7.40,0.00,0.00,21.48
2026-STL-0619,Refund,114-1002662-7293367,2026-06-19,GT-MASK-CLAY,-2,-29.98,0.00,0.00,3.60,0.00,0.00,0.00,-26.38
2026-STL-0619,Order,114-1002685-7133460,2026-06-19,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0619,Order,114-1002686-9267840,2026-06-19,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0619,Order,114-1002799-4158126,2026-06-19,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0619,Order,114-1002800-8278024,2026-06-19,GT-EYE-CREAM,1,26.99,0.00,-2.70,-3.64,-3.50,0.00,0.00,17.15
2026-STL-0619,Order,114-1002976-5582437,2026-06-19,GT-SPF30-TINT,1,23.99,0.00,-2.40,-3.24,-3.60,0.00,0.00,14.75
2026-STL-0619,Order,114-1002977-3571860,2026-06-19,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0619,Order,114-1002978-1623460,2026-06-19,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0619,Order,114-1003295-5365912,2026-06-19,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0619,Order,114-1003296-1336009,2026-06-19,PH-CHEW-BULLY-6,2,59.98,0.00,-0.00,-9.00,-9.20,0.00,0.00,41.78
2026-STL-0619,Order,114-1003297-8799197,2026-06-19,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0619,Order,114-1003298-3126997,2026-06-19,PH-CHEW-BULLY-6,2,59.98,0.00,-0.00,-9.00,-9.20,0.00,0.00,41.78
2026-STL-0619,Order,114-1003608-1127128,2026-06-19,PH-TREAT-SALMON,1,18.99,0.00,-1.90,-2.56,-3.90,0.00,0.00,10.63
2026-STL-0619,Order,114-1003609-5189227,2026-06-19,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0619,Order,114-1003610-7803832,2026-06-19,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0619,Order,114-1003611-8574470,2026-06-19,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0619,Order,114-1003612-2088545,2026-06-19,PH-TREAT-SALMON,2,37.98,0.00,-0.00,-5.70,-7.80,0.00,0.00,24.48
2026-STL-0619,Order,114-1003786-8081357,2026-06-19,PH-SHAMPOO-OAT,3,47.97,0.00,-0.00,-7.20,-11.85,0.00,0.00,28.92
2026-STL-0619,Order,114-1003787-7593234,2026-06-19,PH-SHAMPOO-OAT,1,15.99,0.00,-1.60,-2.16,-3.95,0.00,0.00,8.28
2026-STL-0619,Order,114-1003958-4500091,2026-06-19,PH-TOY-ROPE-L,3,41.97,0.00,-0.00,-6.30,-11.25,0.00,0.00,24.42
2026-STL-0619,Order,114-1003959-5790745,2026-06-19,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0619,Refund,114-1004075-3277202,2026-06-19,PH-BED-MED-GRY,-2,-85.98,0.00,0.00,10.32,0.00,0.00,0.00,-75.66
2026-STL-0619,Order,114-1004082-4159546,2026-06-19,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0619,Order,114-1004194-3341109,2026-06-19,PH-BRUSH-DBL,3,38.97,0.00,-0.00,-5.85,-10.35,0.00,0.00,22.77
2026-STL-0619,Order,114-1004195-2026875,2026-06-19,PH-BRUSH-DBL,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0619,Order,114-1004196-5238976,2026-06-19,PH-BRUSH-DBL,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0619,Order,114-1004406-3675468,2026-06-19,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0619,Order,114-1004407-3340240,2026-06-19,PH-DENTAL-30CT,3,65.97,0.00,-0.00,-9.90,-12.30,0.00,0.00,43.77
2026-STL-0619,Order,114-1004408-8024165,2026-06-19,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0619,Order,114-1004450-9476460,2026-06-19,GT-LIP-BALM,1,9.99,0.00,-0.00,-1.50,-3.35,0.00,0.00,5.14
2026-STL-0620,Refund,114-1000214-5953150,2026-06-20,PF-WHEY-CHOC,-1,-44.99,0.00,0.00,5.40,0.00,0.00,0.00,-39.59
2026-STL-0620,Order,114-1000281-8202195,2026-06-20,PF-WHEY-CHOC,2,89.98,0.00,-9.00,-12.15,-12.20,0.00,0.00,56.63
2026-STL-0620,Order,114-1000282-2932288,2026-06-20,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0620,Order,114-1000283-8719145,2026-06-20,PF-WHEY-CHOC,3,134.97,0.00,-0.00,-20.25,-18.30,0.00,0.00,96.42
2026-STL-0620,Order,114-1000284-2776088,2026-06-20,PF-WHEY-CHOC,2,89.98,0.00,-0.00,-13.50,-12.20,0.00,0.00,64.28
2026-STL-0620,Order,114-1000285-7639863,2026-06-20,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0620,Order,114-1000510-3347981,2026-06-20,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0620,Order,114-1000511-6802559,2026-06-20,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0620,Order,114-1000512-6714198,2026-06-20,PF-WHEY-VAN,1,44.99,0.00,-4.50,-6.07,-6.10,0.00,0.00,28.32
2026-STL-0620,Order,114-1000688-6818508,2026-06-20,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0620,Order,114-1000689-2488575,2026-06-20,PF-PREWKT-BERRY,1,32.99,0.00,-3.30,-4.45,-4.35,0.00,0.00,20.89
2026-STL-0620,Order,114-1000690-6632941,2026-06-20,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0620,Refund,114-1000951-8364728,2026-06-20,PF-CREATINE-300,-2,-49.98,0.00,0.00,6.00,0.00,0.00,0.00,-43.98
2026-STL-0620,Order,114-1001022-2851472,2026-06-20,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0620,Order,114-1001023-9254323,2026-06-20,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0620,Order,114-1001024-9975319,2026-06-20,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0620,Order,114-1001025-3097809,2026-06-20,PF-CREATINE-300,3,74.97,0.00,-0.00,-11.25,-12.15,0.00,0.00,51.57
2026-STL-0620,Order,114-1001026-3528052,2026-06-20,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0620,Order,114-1001145-6007018,2026-06-20,PF-BCAA-LEMON,1,27.99,0.00,-0.00,-4.20,-4.20,0.00,0.00,19.59
2026-STL-0620,Order,114-1001146-3990511,2026-06-20,PF-BCAA-LEMON,1,27.99,0.00,-0.00,-4.20,-4.20,0.00,0.00,19.59
2026-STL-0620,Order,114-1001274-1768424,2026-06-20,PF-SHAKER-28,1,12.99,0.00,-1.30,-1.75,-3.45,0.00,0.00,6.49
2026-STL-0620,Order,114-1001275-1838156,2026-06-20,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0620,Order,114-1001358-9061215,2026-06-20,PF-VEGAN-CHOC,1,39.99,0.00,-0.00,-6.00,-6.10,0.00,0.00,27.89
2026-STL-0620,Order,114-1001460-3182597,2026-06-20,PF-ELECTRO-CITRUS,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0620,Order,114-1001828-4541139,2026-06-20,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0620,Order,114-1001829-5459984,2026-06-20,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0620,Order,114-1001830-8205036,2026-06-20,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0620,Order,114-1001831-6288577,2026-06-20,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0620,Order,114-1001832-7349097,2026-06-20,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0620,Order,114-1001833-2680697,2026-06-20,GT-SERUM-VITC,3,86.97,0.00,-8.70,-11.74,-10.65,0.00,0.00,55.88
2026-STL-0620,Order,114-1001834-3329735,2026-06-20,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0620,Order,114-1001835-5169769,2026-06-20,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0620,Refund,114-1002096-6310245,2026-06-20,GT-SERUM-HA,-3,-74.97,0.00,7.50,8.10,0.00,0.00,0.00,-59.37
2026-STL-0620,Order,114-1002159-8301537,2026-06-20,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0620,Order,114-1002160-9286841,2026-06-20,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0620,Order,114-1002161-3081929,2026-06-20,GT-SERUM-HA,3,74.97,0.00,-0.00,-11.25,-10.65,0.00,0.00,53.07
2026-STL-0620,Order,114-1002162-4966501,2026-06-20,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
